Id,Name,Surname,Division,Manager,Gender,Sexual_Orientation,LGBTQ,Indigenous,Ethnicity,Disability,Minority,Veteran,Date of Birth,Age,Preferred Name,Nationality,Hobbies,Pronouns,Mobile Number,Email,Aug_D_Q1,Aug_D_Q2,Aug_D_Q3,Aug_D_Q4,Aug_D_Q5,D_Negative,D_Neutral,D_Positive,Aug_E_Q1,Aug_E_Q2,Aug_E_Q3,Aug_E_Q4,Aug_E_Q5,E_Negative,E_Neutral,E_Positive,Aug_I_Q1,Aug_I_Q2,Aug_I_Q3,Aug_I_Q4,Aug_I_Q5,I_Negative,I_Neutral,I_Positive
92,Noah,Weldon,Sales,No,Female,Prefer not to say,Prefer not to say,No,White,No,No,No,1968-06-23,54,Noah,Canadian,Sports,She/her/hers,862 268 9812,Noah.Weldon@mail.ca,-1,-1,0,2,1,2,1,2,-1,2,0,0,2,1,2,2,1,0,0,2,-1,1,2,2
93,Holly,London,Operations,No,Female,Heterosexual,No,No,White,No,No,No,1994-12-28,27,Holly,Canadian,Reading,She/her/hers,822 248 3014,Holly.London@mail.ca,2,-2,1,1,-1,2,0,3,1,0,2,2,-2,1,1,3,-1,1,1,-2,1,2,0,3
94,Clint,Williams,Sales,No,Female,Heterosexual,No,No,Prefer not to say,No,No,No,1987-04-03,35,Clint,Canadian,Sports,She/her/hers,463 471 7475,Clint.Williams@mail.ca,1,0,2,-2,-1,2,1,2,-2,-1,2,-2,0,3,1,1,2,2,2,2,1,0,0,5
95,Melinda,Wallace,IT,No,Non-binary/non-conforming,Prefer not to say,Yes,No,White,No,No,No,1977-02-28,45,Melinda,American,Music,Ze/zir/zirs,181 957 5349,Melinda.Wallace@mail.ca,-2,-2,1,1,-1,3,0,2,-2,1,1,2,0,1,1,3,2,1,2,-2,2,1,0,4
96,Matthew,Plumb,Sales,Yes,Male,Heterosexual,No,Yes,White,No,Yes,No,1992-07-30,30,Matthew,Canadian,Fishing,He/him/his,477 462 5429,Matthew.Plumb@mail.ca,2,1,-2,2,1,1,0,4,-2,1,2,2,2,1,0,4,2,0,-2,-1,2,2,1,2
97,Adeline,Khan,HR,No,Prefer not to say,Heterosexual,No,No,White,No,No,No,1996-02-24,26,Adeline,American,Sports,Ze/zir/zirs,535 143 2179,Adeline.Khan@mail.ca,0,1,-2,2,2,1,1,3,0,0,1,-2,-2,2,2,1,2,0,-1,2,-2,2,1,2
98,Elijah,Olivier,Finance,No,Prefer not to say,Heterosexual,No,No,Asian,No,No,No,1993-12-08,28,Elijah,American,Sports,E/em/eirs,335 990 8319,Elijah.Olivier@mail.ca,-1,0,-2,2,-1,3,1,1,1,2,2,0,2,0,1,4,1,2,1,1,-2,1,0,4
99,Phillip,Shelton,IT,No,Male,Heterosexual,No,No,Prefer not to say,No,No,No,1989-01-28,33,Phillip,Canadian,Sports,He/him/his,493 310 3903,Phillip.Shelton@mail.ca,0,0,0,2,2,0,3,2,0,1,2,1,2,0,1,4,1,2,-1,2,0,1,1,3
100,Abbey,Graham,Sales,No,Prefer not to say,Heterosexual,No,No,Middle Eastern,No,No,No,1976-01-09,46,Abbey,Canadian,Crafting,E/em/eirs,506 342 9475,Abbey.Graham@mail.ca,-1,0,-2,-1,1,3,1,1,1,1,-2,2,1,1,0,4,-1,1,2,-2,-1,3,0,2
101,Daniel,Harper,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1979-08-22,43,Daniel,Canadian,Travelling,He/him/his,981 740 2341,Daniel.Harper@mail.ca,-2,1,0,-2,0,2,2,1,-1,1,-1,-2,1,3,0,2,0,2,2,-1,0,1,2,2
102,Hayden,Moss,Sales,No,Female,Heterosexual,No,No,White,No,No,No,1991-10-24,30,Hayden,Polish,Reading,She/her/hers,373 394 9242,Hayden.Moss@mail.ca,0,1,0,1,1,0,2,3,0,1,2,-1,0,1,2,2,-1,1,2,0,2,1,1,3
103,Chuck,Hunt,Marketing,No,Female,Heterosexual,No,No,White,No,No,No,1995-10-24,26,Chuck,Chinese,Music,She/her/hers,827 827 1521,Chuck.Hunt@mail.ca,0,-2,2,1,2,1,1,3,-2,1,1,-2,2,2,0,3,0,2,1,0,0,0,3,2
104,Charlotte,Payne,IT,No,Male,Heterosexual,No,No,White,Yes,No,No,1964-09-06,58,Charlotte,Canadian,Travelling,He/him/his,865 713 4330,Charlotte.Payne@mail.ca,2,0,1,-2,0,1,2,2,-2,-2,-2,1,1,3,0,2,-1,2,2,-1,1,2,0,3
105,Christine,Chappell,Sales,No,Male,Heterosexual,No,No,Asian,No,No,No,1997-03-28,25,Christine,American,Cooking,He/him/his,669 555 9000,Christine.Chappell@mail.ca,2,1,2,2,2,0,0,5,1,1,0,-2,1,1,1,3,-1,2,2,-1,1,2,0,3
106,Brooklyn,Cork,Marketing,No,Male,Heterosexual,No,No,Black,Yes,No,No,1992-10-13,29,Brooklyn,American,Music,He/him/his,687 767 9763,Brooklyn.Cork@mail.ca,-1,2,-1,-1,-2,4,0,1,-1,1,-1,2,2,2,0,3,0,1,2,-1,2,1,1,3
107,Tyler,Hastings,Sales,No,Male,Heterosexual,No,No,Black,No,No,No,1957-10-12,64,Tyler,English,Fishing,He/him/his,786 299 2525,Tyler.Hastings@mail.ca,0,-2,-1,1,1,2,1,2,0,-1,2,0,0,1,3,1,0,-2,2,-2,0,2,2,1
108,Mark,Mcgee,Marketing,No,Female,Heterosexual,No,No,White,No,No,No,1990-04-25,32,Mark,Canadian,Video Games,She/her/hers,777 134 1022,Mark.Mcgee@mail.ca,0,0,2,2,1,0,2,3,-2,2,2,1,1,1,0,4,-2,1,-1,-2,1,3,0,2
109,Mike,Tyler,HR,No,Male,Heterosexual,No,No,White,Yes,No,No,1965-01-09,57,Mike,Indian,Sports,He/him/his,108 786 3512,Mike.Tyler@mail.ca,2,-2,0,-1,0,2,2,1,1,1,2,-1,2,1,0,4,0,2,2,-1,1,1,1,3
110,Rick,Parr,Operations,Yes,Male,Heterosexual,No,No,White,Yes,Yes,No,1994-07-14,28,Rick,Canadian,Fishing,He/him/his,588 715 3938,Rick.Parr@mail.ca,-1,-1,0,-1,-2,4,1,0,-2,2,-2,2,2,2,0,3,1,1,2,1,1,0,0,5
111,Anne,Button,IT,No,Male,Heterosexual,No,No,White,No,No,No,1968-04-19,54,Anne,Moroccan,Reading,He/him/his,730 915 1243,Anne.Button@mail.ca,-1,-2,-2,-1,0,4,1,0,2,0,1,0,-2,1,2,2,2,2,2,2,2,0,0,5
112,Enoch,Higgs,HR,No,Male,Heterosexual,No,No,White,No,No,No,1992-06-24,30,Enoch,Canadian,Sports,He/him/his,542 218 8463,Enoch.Higgs@mail.ca,0,1,0,2,1,0,2,3,-1,2,2,1,0,1,1,3,1,-1,-2,-2,1,3,0,2
113,Benjamin,Graham,Marketing,No,Female,Prefer not to say,Yes,Yes,Prefer not to say,No,No,No,1982-10-28,39,Benjamin,Indian,Fishing,She/her/hers,654 422 2157,Benjamin.Graham@mail.ca,1,-2,2,1,-1,2,0,3,-2,1,0,-1,1,2,1,2,-2,-1,-2,0,-2,4,1,0
114,Remy,Potter,HR,No,Male,Heterosexual,No,No,White,No,Yes,No,1975-10-31,46,Remy,Canadian,Music,He/him/his,814 569 3223,Remy.Potter@mail.ca,0,1,0,2,1,0,2,3,2,1,1,2,2,0,0,5,-1,1,2,-2,1,2,0,3
115,Marie,Brown,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1980-01-10,42,Marie,Canadian,Fishing,He/him/his,213 888 6621,Marie.Brown@mail.ca,-1,0,1,2,2,1,1,3,2,2,2,0,1,0,1,4,0,2,2,-1,1,1,1,3
116,Benny,Moore,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1981-06-13,41,Benny,Bangladeshi,Cooking,He/him/his,348 180 4316,Benny.Moore@mail.ca,-2,2,0,2,1,1,1,3,1,1,-2,2,1,1,0,4,2,1,-2,1,2,1,0,4
117,Rocco,Garcia,Sales,No,Female,Prefer not to say,Yes,No,Black,Prefer not to say,No,No,1992-11-01,29,Rocco,Polish,Travelling,She/her/hers,930 105 4310,Rocco.Garcia@mail.ca,-1,0,-1,-1,-1,4,1,0,1,-1,-1,-2,-2,4,0,1,-2,2,1,-1,2,2,0,3
118,Drew,Drummond,Sales,No,Female,Prefer not to say,Yes,No,White,No,Yes,No,1986-10-23,35,Drew,Canadian,Sports,She/her/hers,418 747 1125,Drew.Drummond@mail.ca,-1,-1,0,2,-1,3,1,1,2,2,1,0,2,0,1,4,0,1,2,-1,1,1,1,3
119,Sage,Kelly,Sales,No,Female,Heterosexual,No,No,White,No,No,No,1990-09-06,32,Sage,British,Sports,She/her/hers,276 823 7958,Sage.Kelly@mail.ca,-1,-2,-1,2,2,3,0,2,0,1,1,0,1,0,2,3,2,1,1,2,2,0,0,5
120,Alan,Dann,HR,No,Male,Heterosexual,No,No,White,No,No,No,1978-07-24,44,Alan,Canadian,Sports,He/him/his,991 785 9201,Alan.Dann@mail.ca,1,0,0,1,-1,1,2,2,-2,2,0,2,1,1,1,3,1,2,1,0,1,0,1,4
121,Rhea,Jarvis,Finance,No,Male,Heterosexual,No,No,White,No,No,No,1973-08-31,49,Rhea,Indian,Music,He/him/his,102 380 9231,Rhea.Jarvis@mail.ca,2,2,1,1,2,0,0,5,-2,-1,1,1,-1,3,0,2,-2,0,2,2,-1,2,1,2
122,Clint,Gray,Marketing,No,Male,Prefer not to say,Prefer not to say,No,White,No,No,No,1980-08-10,42,Clint,Canadian,Crafting,He/him/his,327 245 8349,Clint.Gray@mail.ca,0,-2,-2,2,1,2,1,2,1,1,2,2,2,0,0,5,-2,1,2,0,2,1,1,3
123,Bart,Kelly,Sales,No,Male,Heterosexual,No,No,White,No,Yes,No,1986-07-31,36,Bart,Hungarian,Travelling,He/him/his,916 776 8448,Bart.Kelly@mail.ca,0,0,1,2,-1,1,2,2,0,1,-2,2,-2,2,1,2,-1,1,1,-1,2,2,0,3
124,Ciara,Ellis,Operations,No,Male,Prefer not to say,Yes,No,White,Yes,No,No,1964-09-26,58,Ciara,Canadian,Sports,He/him/his,540 828 8359,Ciara.Ellis@mail.ca,-2,1,-1,1,0,2,1,2,1,-2,2,2,-1,2,0,3,1,-2,-1,2,0,2,1,2
125,Enoch,Morrow,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1975-03-07,47,Enoch,Canadian,Music,He/him/his,379 385 7855,Enoch.Morrow@mail.ca,1,0,0,2,-2,1,2,2,0,2,2,1,-1,1,1,3,2,2,0,1,2,0,1,4
126,Robyn,Whittle,RD,Yes,Female,Heterosexual,No,No,White,No,No,No,1957-04-19,65,Robyn,Canadian,Sports,She/her/hers,687 349 4646,Robyn.Whittle@mail.ca,1,1,2,-1,-2,2,0,3,2,1,2,-1,1,1,0,4,-2,0,1,2,-1,2,1,2
127,Mandy,Mullins,Finance,No,Male,Heterosexual,No,Yes,White,No,No,No,1962-01-11,60,Mandy,Canadian,Music,He/him/his,621 560 4347,Mandy.Mullins@mail.ca,1,2,0,1,1,0,1,4,0,-2,-1,2,-2,3,1,1,2,2,2,2,2,0,0,5
128,Roger,Neville,Sales,No,Male,Heterosexual,No,No,White,Yes,No,No,1989-03-10,33,Roger,Colombian,Video Games,He/him/his,208 121 8553,Roger.Neville@mail.ca,0,-1,-2,2,2,2,1,2,-2,1,1,2,1,1,0,4,-2,2,2,-1,2,2,0,3
129,Noemi,Ward,Operations,No,Male,Heterosexual,No,No,White,No,No,No,1995-08-02,27,Noemi,Canadian,Sports,He/him/his,609 183 1049,Noemi.Ward@mail.ca,0,1,2,2,1,0,1,4,-2,1,2,-2,2,2,0,3,2,-2,-1,1,-1,3,0,2
130,Ilona,Wright,IT,No,Male,Prefer not to say,Yes,No,Asian,No,Yes,No,1972-02-18,50,Ilona,American,Sports,He/him/his,468 355 1374,Ilona.Wright@mail.ca,1,-2,1,2,0,1,1,3,-1,-2,-1,1,-1,4,0,1,-2,0,2,0,-2,2,2,1
131,Kimberly,Brown,IT,No,Female,Heterosexual,Prefer not to say,No,White,Yes,No,No,1970-04-26,52,Kimberly,Canadian,Reading,She/her/hers,385 932 2451,Kimberly.Brown@mail.ca,0,-2,0,2,2,1,2,2,1,1,-2,1,1,1,0,4,-1,1,1,0,2,1,1,3
132,Charlize,Graham,Sales,No,Female,Heterosexual,No,No,Latin,No,No,No,1997-02-01,25,Charlize,Korean,Sports,She/her/hers,815 593 1048,Charlize.Graham@mail.ca,1,0,2,2,2,0,1,4,-2,2,0,-1,1,2,1,2,-2,2,-2,0,1,2,1,2
133,Brooklyn,Palmer,Operations,Yes,Female,Heterosexual,No,No,White,No,No,No,1996-08-21,26,Brooklyn,Dominican,Travelling,She/her/hers,209 458 3242,Brooklyn.Palmer@mail.ca,2,1,2,2,2,0,0,5,2,2,1,0,1,0,1,4,2,1,2,1,1,0,0,5
134,Alexander,Kent,HR,No,Male,Heterosexual,No,No,White,Yes,No,No,1978-09-22,44,Alexander,Indian,Travelling,He/him/his,922 121 3183,Alexander.Kent@mail.ca,-2,-1,0,1,1,2,1,2,1,1,0,2,2,0,1,4,0,-1,1,-2,-2,3,1,1
135,Russel,Freeburn,IT,No,Male,Heterosexual,No,No,White,No,No,No,1969-03-19,53,Russel,Zambian,Reading,He/him/his,552 253 4586,Russel.Freeburn@mail.ca,-1,-1,-1,1,-2,4,0,1,1,2,1,1,1,0,0,5,-2,2,1,1,1,1,0,4
136,Florence,Stevens,IT,No,Male,Heterosexual,No,Prefer not to say,White,No,No,No,1995-07-20,27,Florence,Canadian,Crafting,He/him/his,442 139 6015,Florence.Stevens@mail.ca,-2,-1,-2,0,0,3,2,0,-2,-1,1,1,-1,3,0,2,-2,2,1,-1,-1,3,0,2
137,Chelsea,Rivers,Operations,No,Male,Heterosexual,No,No,White,Yes,Yes,No,1984-06-06,38,Chelsea,Lebanese,Sports,He/him/his,716 118 1843,Chelsea.Rivers@mail.ca,-1,-1,0,1,2,2,1,2,0,2,-1,1,1,1,1,3,-2,1,2,0,2,1,1,3
138,Daron,Palmer,Marketing,No,Female,Heterosexual,No,No,White,No,No,No,1991-06-04,31,Daron,Scottish,Sports,She/her/hers,745 126 4054,Daron.Palmer@mail.ca,1,1,1,2,1,0,0,5,0,0,1,-1,-2,2,2,1,2,-1,2,2,1,1,0,4
139,Christine,Collins,IT,No,Male,Heterosexual,No,No,White,No,No,No,1967-10-28,54,Christine,Canadian,Cooking,He/him/his,851 626 8478,Christine.Collins@mail.ca,1,0,2,-2,1,1,1,3,2,2,1,2,2,0,0,5,2,2,2,1,2,0,0,5
140,Michael,Lowe,HR,Yes,Male,Heterosexual,No,No,Black,No,No,No,1981-03-03,41,Michael,Indian,Music,He/him/his,207 555 6037,Michael.Lowe@mail.ca,-2,-1,-1,1,1,3,0,2,2,-1,2,0,1,1,1,3,-1,1,2,-1,-1,3,0,2
141,Zara,Gibson,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1986-12-30,35,Zara,British,Music,He/him/his,353 482 2728,Zara.Gibson@mail.ca,2,-2,-2,1,0,2,1,2,-1,2,-1,2,1,2,0,3,0,-1,0,1,-1,2,2,1
142,Rocco,Bradshaw,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1994-01-30,28,Rocco,Canadian,Cooking,He/him/his,743 619 8811,Rocco.Bradshaw@mail.ca,1,0,1,2,2,0,1,4,0,2,2,2,2,0,1,4,-1,-1,-1,0,-1,4,1,0
143,Jayden,Collins,Marketing,No,Male,Heterosexual,No,No,Asian,No,No,No,1983-08-08,39,Jayden,Canadian,Music,He/him/his,719 196 7258,Jayden.Collins@mail.ca,0,2,-1,-2,0,2,2,1,-1,2,2,1,0,1,1,3,0,2,2,1,1,0,1,4
144,Paula,Harrington,Operations,No,Female,Heterosexual,No,No,Black,No,Yes,No,1972-05-29,50,Paula,Latvian,Music,She/her/hers,648 563 7254,Paula.Harrington@mail.ca,1,2,1,2,1,0,0,5,0,1,1,-2,2,1,1,3,1,1,1,1,2,0,0,5
145,Rosalyn,Umney,Sales,No,Male,Heterosexual,No,No,Black,No,Yes,No,1996-07-18,26,Rosalyn,Canadian,Crafting,He/him/his,610 983 1849,Rosalyn.Umney@mail.ca,0,0,-1,1,2,1,2,2,-2,-2,-2,1,-1,4,0,1,0,1,2,-1,-1,2,1,2
146,Logan,Noon,IT,No,Female,Heterosexual,No,No,White,No,Yes,No,1988-07-15,34,Logan,Lao,Fishing,She/her/hers,830 524 9269,Logan.Noon@mail.ca,2,1,2,1,2,0,0,5,-1,2,0,0,2,1,2,2,0,1,2,0,2,0,2,3
147,Savannah,Mcgee,Sales,No,Male,Heterosexual,No,Yes,White,No,No,No,1960-03-16,62,Savannah,British,Video Games,He/him/his,865 252 5032,Savannah.Mcgee@mail.ca,0,0,-1,1,1,1,2,2,2,2,-2,1,-1,2,0,3,-2,1,1,-2,-2,3,0,2
148,Mandy,Tennant,Sales,No,Female,Prefer not to say,Yes,Yes,White,No,No,No,1993-04-30,29,Mandy,Indian,Cooking,She/her/hers,441 687 3077,Mandy.Tennant@mail.ca,0,-1,0,2,-1,2,2,1,-1,-1,1,-1,-1,4,0,1,1,1,2,-2,0,1,1,3
149,Benjamin,Hopkins,IT,No,Female,Heterosexual,No,No,White,No,No,No,1988-11-21,33,Benjamin,American,Cooking,She/her/hers,829 271 1992,Benjamin.Hopkins@mail.ca,-1,-1,2,2,2,2,0,3,-2,1,1,-2,1,2,0,3,1,1,1,1,1,0,0,5
150,Piper,Selby,Operations,No,Male,Heterosexual,No,No,Asian,No,Yes,No,1989-08-07,33,Piper,Canadian,Cooking,He/him/his,841 715 2841,Piper.Selby@mail.ca,1,-2,1,-2,-2,3,0,2,-2,1,2,1,2,1,0,4,1,1,1,2,1,0,0,5
151,Felicity,Richards,Marketing,No,Female,Heterosexual,No,No,White,Yes,Yes,No,1974-06-01,48,Felicity,Canadian,Music,She/her/hers,419 198 5273,Felicity.Richards@mail.ca,2,0,1,2,1,0,1,4,-2,1,-2,1,2,2,0,3,-1,1,-1,-1,-2,4,0,1
152,Rose,Cooper,Operations,No,Male,Heterosexual,No,No,Black,Yes,No,No,1987-04-20,35,Rose,Canadian,Cooking,He/him/his,578 817 8343,Rose.Cooper@mail.ca,0,0,-2,2,1,1,2,2,-1,1,-2,2,-2,3,0,2,0,2,1,-2,2,1,1,3
153,Elijah,Welsch,Finance,No,Male,Heterosexual,No,No,White,No,No,No,1978-04-11,44,Elijah,Peruvian,Sports,He/him/his,954 663 8676,Elijah.Welsch@mail.ca,1,-1,1,2,1,1,0,4,-2,2,1,0,2,1,1,3,-2,0,-2,-1,-2,4,1,0
154,Aiden,Latham,Finance,No,Male,Heterosexual,No,No,Middle Eastern,No,Yes,No,1989-01-07,33,Aiden,Indian,Reading,He/him/his,347 845 9874,Aiden.Latham@mail.ca,-1,-2,1,2,2,2,0,3,-2,2,1,1,-2,2,0,3,2,1,0,2,-1,1,1,3
155,Leroy,Saunders,Finance,No,Female,Heterosexual,No,No,Black,No,Yes,No,1993-05-09,29,Leroy,English,Sports,She/her/hers,322 207 7393,Leroy.Saunders@mail.ca,1,2,2,2,1,0,0,5,1,1,2,1,2,0,0,5,-1,0,1,0,-1,2,2,1
156,Michael,Thatcher,RD,No,Female,Heterosexual,No,No,White,Yes,No,No,1977-04-05,45,Michael,Moroccan,Travelling,She/her/hers,475 720 5249,Michael.Thatcher@mail.ca,2,2,1,-2,-1,2,0,3,-2,1,2,-2,1,2,0,3,2,1,2,2,2,0,0,5
157,Charlotte,Bailey,Marketing,Yes,Male,Heterosexual,No,No,White,No,No,No,1984-04-07,38,Charlotte,American,Travelling,He/him/his,759 623 3394,Charlotte.Bailey@mail.ca,2,-1,1,2,-1,2,0,3,1,1,2,2,1,0,0,5,-2,1,1,-2,1,2,0,3
158,Darlene,Parsons,Finance,No,Male,Other,Prefer not to say,No,White,Prefer not to say,No,No,1995-04-19,27,Darlene,Sri Lankan,Sports,He/him/his,795 347 3851,Darlene.Parsons@mail.ca,-1,1,-1,2,2,2,0,3,-2,-2,-2,2,-1,4,0,1,-2,1,2,-2,1,2,0,3
159,Diane,Addison,IT,No,Male,Heterosexual,No,No,White,No,Yes,No,1982-03-10,40,Diane,Vietnamese,Music,He/him/his,682 942 1110,Diane.Addison@mail.ca,-1,-1,1,0,0,2,2,1,-2,2,2,-2,1,2,0,3,-2,2,-1,-1,2,3,0,2
160,Luke,Harrison,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1996-09-20,26,Luke,Canadian,Music,He/him/his,967 948 6946,Luke.Harrison@mail.ca,-2,2,1,2,-1,2,0,3,1,1,1,2,1,0,0,5,2,2,1,1,2,0,0,5
161,Zoe,Gray,HR,No,Female,Heterosexual,No,No,White,No,Yes,No,1974-08-24,48,Zoe,Chinese,Music,She/her/hers,179 247 2212,Zoe.Gray@mail.ca,-1,2,-2,0,-2,3,1,1,0,1,2,-1,1,1,1,3,1,1,2,1,2,0,0,5
162,Kimberly,Chester,Operations,No,Male,Heterosexual,No,No,White,No,Yes,No,1993-02-01,29,Kimberly,Canadian,Cooking,He/him/his,388 296 6712,Kimberly.Chester@mail.ca,-2,2,0,1,1,1,1,3,2,2,1,1,2,0,0,5,-2,2,1,-1,1,2,0,3
163,Camellia,Harvey,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1977-04-22,45,Camellia,Indian,Fishing,He/him/his,728 219 5014,Camellia.Harvey@mail.ca,1,2,1,2,-1,1,0,4,2,2,2,2,1,0,0,5,0,-1,-2,-1,-2,4,1,0
164,Ryan,Cowan,Operations,Yes,Male,Prefer not to say,Prefer not to say,No,White,Yes,No,No,1978-04-04,44,Ryan,Malaysian,Music,He/him/his,443 433 5041,Ryan.Cowan@mail.ca,1,2,1,1,1,0,0,5,2,1,0,2,1,0,1,4,2,-2,-2,0,-2,3,1,1
165,Elijah,Baker,Sales,No,Female,Homosexual,Yes,No,Asian,No,Yes,No,1990-03-01,32,Elijah,Canadian,Travelling,She/her/hers,897 154 7157,Elijah.Baker@mail.ca,-1,0,-1,1,0,2,2,1,-1,0,2,2,-2,2,1,2,1,-1,-2,1,-1,3,0,2
166,Erica,Weasley,IT,No,Male,Heterosexual,No,No,Asian,No,No,No,1983-12-26,38,Erica,Malaysian,Music,He/him/his,204 278 1794,Erica.Weasley@mail.ca,-2,2,-2,1,-1,3,0,2,1,2,1,2,2,0,0,5,1,1,0,1,2,0,1,4
167,Cameron,Niles,IT,No,Male,Heterosexual,No,No,White,Yes,Yes,No,1973-10-14,48,Cameron,Polish,Sports,He/him/his,875 892 7877,Cameron.Niles@mail.ca,-2,-2,2,1,-1,3,0,2,1,2,-1,0,-2,2,1,2,0,1,2,0,0,0,3,2
168,Daron,Moore,Marketing,Yes,Prefer not to say,Bisexual,Yes,No,White,Yes,No,No,1987-04-27,35,Daron,Indian,Music,They/them/theirs,469 858 4294,Daron.Moore@mail.ca,-1,2,-2,2,-2,3,0,2,-1,-1,-2,2,-2,4,0,1,1,2,1,1,1,0,0,5
169,Florence,West,RD,No,Male,Heterosexual,No,No,White,No,No,No,1992-12-13,29,Florence,Nigerian,Sports,He/him/his,931 303 5148,Florence.West@mail.ca,1,-2,1,1,1,1,0,4,-1,-1,2,2,1,2,0,3,1,1,1,1,1,0,0,5
170,Carissa,Wren,IT,No,Male,Heterosexual,No,No,White,No,No,No,1992-03-26,30,Carissa,Canadian,Sports,He/him/his,968 368 6015,Carissa.Wren@mail.ca,2,1,0,2,2,0,1,4,2,1,1,2,2,0,0,5,2,1,-2,2,1,1,0,4
171,Anthony,Neville,Marketing,No,Male,Heterosexual,No,No,White,No,No,No,1990-01-28,32,Anthony,American,Travelling,He/him/his,151 657 1993,Anthony.Neville@mail.ca,1,0,1,1,0,0,2,3,2,1,1,2,1,0,0,5,2,-1,-1,-1,0,3,1,1
172,Doris,Stuart,IT,No,Male,Heterosexual,No,No,White,Yes,No,No,1980-07-23,42,Doris,Canadian,Music,He/him/his,466 897 1394,Doris.Stuart@mail.ca,2,0,1,-1,-1,2,1,2,-1,1,2,2,-2,2,0,3,2,2,2,-1,1,1,0,4
173,Rowan,Ashwell,RD,No,Male,Heterosexual,No,No,White,Prefer not to say,No,No,1982-09-11,40,Rowan,Canadian,Music,He/him/his,551 604 2485,Rowan.Ashwell@mail.ca,1,0,1,1,1,0,1,4,2,1,-1,1,0,1,1,3,2,2,2,1,2,0,0,5
174,Vanessa,Glass,Finance,No,Male,Heterosexual,No,No,White,No,No,No,1987-11-10,34,Vanessa,Russian,Travelling,He/him/his,605 141 8703,Vanessa.Glass@mail.ca,2,-1,2,-1,-1,3,0,2,0,1,1,2,1,0,1,4,-1,2,2,-1,1,2,0,3
175,Alessandra,Thomson,Sales,No,Male,Heterosexual,No,Yes,White,No,No,No,1992-10-14,29,Alessandra,Canadian,Sports,He/him/his,774 914 7733,Alessandra.Thomson@mail.ca,0,-2,1,1,2,1,1,3,-2,2,-2,2,2,2,0,3,1,1,2,1,1,0,0,5
176,Karla,Spencer,HR,No,Male,Heterosexual,No,No,Latin,No,No,No,1996-06-23,26,Karla,Indian,Sports,He/him/his,907 199 7435,Karla.Spencer@mail.ca,-2,1,1,1,2,1,0,4,-1,2,-1,1,-1,3,0,2,-2,2,1,0,1,1,1,3
177,Josephine,Watson,Sales,No,Female,Heterosexual,No,No,White,No,No,No,1994-03-31,28,Josephine,Canadian,Fishing,She/her/hers,252 997 3202,Josephine.Watson@mail.ca,0,2,0,2,1,0,2,3,-1,0,-1,-2,-2,4,1,0,1,2,1,1,1,0,0,5
178,Erica,Shaw,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1990-07-08,32,Erica,German,Sports,He/him/his,330 934 5597,Erica.Shaw@mail.ca,0,1,1,1,2,0,1,4,-2,2,2,1,1,1,0,4,-1,1,1,0,-1,2,1,2
179,Alexia,Thompson,Marketing,No,Male,Homosexual,Yes,No,White,Yes,No,No,1978-08-31,44,Alexia,English,Sports,He/him/his,746 581 1867,Alexia.Thompson@mail.ca,-2,2,-1,2,-2,3,0,2,-2,1,-2,1,1,2,0,3,2,2,2,1,0,0,1,4
180,Matthew,King,Sales,No,Female,Prefer not to say,Prefer not to say,No,White,Yes,No,No,1995-09-08,27,Matthew,British,Music,She/her/hers,667 748 6056,Matthew.King@mail.ca,0,0,1,1,-1,1,2,2,2,2,-2,0,2,1,1,3,0,1,2,-2,0,1,2,2
181,Eve,Jones,IT,No,Male,Heterosexual,No,No,White,No,No,No,1981-03-27,41,Eve,Canadian,Music,He/him/his,468 362 6219,Eve.Jones@mail.ca,-2,1,1,1,1,1,0,4,0,1,2,-2,2,1,1,3,-1,0,-2,1,0,2,2,1
182,Harmony,James,IT,No,Female,Heterosexual,No,No,White,Yes,Yes,No,1966-11-15,55,Harmony,Korean,Fishing,She/her/hers,418 973 3437,Harmony.James@mail.ca,-2,1,-2,2,2,2,0,3,-2,2,0,-2,2,2,1,2,1,1,1,-1,-2,2,0,3
183,Destiny,Murray,IT,No,Male,Heterosexual,No,No,Asian,Yes,No,No,1991-05-11,31,Destiny,American,Sports,He/him/his,483 213 8212,Destiny.Murray@mail.ca,1,2,2,1,1,0,0,5,0,1,1,1,2,0,1,4,0,1,1,-1,2,1,1,3
184,Alexa,Chadwick,IT,No,Non-binary/non-conforming,Heterosexual,No,No,Asian,No,No,No,1979-09-01,43,Alexa,Chilean,Cooking,Ze/zir/zirs,550 661 1961,Alexa.Chadwick@mail.ca,1,-2,1,2,2,1,0,4,1,-2,1,1,0,1,1,3,0,2,2,-2,0,1,2,2
